LocalObservationDateTime,EpochTime,WeatherText,WeatherIcon,HasPrecipitation,PrecipitationType,IsDayTime,Temperature,RealFeelTemperature,RealFeelTemperatureShade,RelativeHumidity,IndoorRelativeHumidity,DewPoint,Wind,WindGust,UVIndex,UVIndexText,Visibility,ObstructionsToVisibility,CloudCover,Ceiling,Pressure,PressureTendency,Past24HourTemperatureDeparture,ApparentTemperature,WindChillTemperature,WetBulbTemperature,Precip1hr,PrecipitationSummary,TemperatureSummary,MobileLink,Link
2023-03-21T11:45:00+13:00,1679352300,Cloudy,7,False,,True,"{'Metric': {'Value': -23.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': -11.0, 'Unit': 'F', 'UnitType': 18}}","{'Metric': {'Value': -32.3, 'Unit': 'C', 'UnitType': 17, 'Phrase': 'Dangerous Cold'}, 'Imperial': {'Value': -26.0, 'Unit': 'F', 'UnitType': 18, 'Phrase': 'Dangerous Cold'}}","{'Metric': {'Value': -32.6, 'Unit': 'C', 'UnitType': 17, 'Phrase': 'Dangerous Cold'}, 'Imperial': {'Value': -27.0, 'Unit': 'F', 'UnitType': 18, 'Phrase': 'Dangerous Cold'}}",58,6,"{'Metric': {'Value': -30.0, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': -22.0, 'Unit': 'F', 'UnitType': 18}}","{'Direction': {'Degrees': 68, 'Localized': 'ENE', 'English': 'ENE'}, 'Speed': {'Metric': {'Value': 14.8, 'Unit': 'km/h', 'UnitType': 7}, 'Imperial': {'Value': 9.2, 'Unit': 'mi/h', 'UnitType': 9}}}","{'Speed': {'Metric': {'Value': 14.8, 'Unit': 'km/h', 'UnitType': 7}, 'Imperial': {'Value': 9.2, 'Unit': 'mi/h', 'UnitType': 9}}}",0,Low,"{'Metric': {'Value': 16.1, 'Unit': 'km', 'UnitType': 6}, 'Imperial': {'Value': 10.0, 'Unit': 'mi', 'UnitType': 2}}",,100,"{'Metric': {'Value': 427.0, 'Unit': 'm', 'UnitType': 5}, 'Imperial': {'Value': 1400.0, 'Unit': 'ft', 'UnitType': 0}}","{'Metric': {'Value': 979.7, 'Unit': 'mb', 'UnitType': 14}, 'Imperial': {'Value': 28.93, 'Unit': 'inHg', 'UnitType': 12}}","{'LocalizedText': 'Steady', 'Code': 'S'}","{'Metric': {'Value': -1.7, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': -3.0, 'Unit': 'F', 'UnitType': 18}}","{'Metric': {'Value': -23.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': -11.0, 'Unit': 'F', 'UnitType': 18}}","{'Metric': {'Value': -33.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': -29.0, 'Unit': 'F', 'UnitType': 18}}","{'Metric': {'Value': -24.4, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': -12.0, 'Unit': 'F', 'UnitType': 18}}","{'Metric': {'Value': 0.0, 'Unit': 'mm', 'UnitType': 3}, 'Imperial': {'Value': 0.0, 'Unit': 'in', 'UnitType': 1}}","{'Precipitation': {'Metric': {'Value': 0.0, 'Unit': 'mm', 'UnitType': 3}, 'Imperial': {'Value': 0.0, 'Unit': 'in', 'UnitType': 1}}, 'PastHour': {'Metric': {'Value': 0.0, 'Unit': 'mm', 'UnitType': 3}, 'Imperial': {'Value': 0.0, 'Unit': 'in', 'UnitType': 1}}, 'Past3Hours': {'Metric': {'Value': 0.0, 'Unit': 'mm', 'UnitType': 3}, 'Imperial': {'Value': 0.0, 'Unit': 'in', 'UnitType': 1}}, 'Past6Hours': {'Metric': {'Value': 0.3, 'Unit': 'mm', 'UnitType': 3}, 'Imperial': {'Value': 0.01, 'Unit': 'in', 'UnitType': 1}}, 'Past9Hours': {'Metric': {'Value': 0.3, 'Unit': 'mm', 'UnitType': 3}, 'Imperial': {'Value': 0.01, 'Unit': 'in', 'UnitType': 1}}, 'Past12Hours': {'Metric': {'Value': 0.3, 'Unit': 'mm', 'UnitType': 3}, 'Imperial': {'Value': 0.01, 'Unit': 'in', 'UnitType': 1}}, 'Past18Hours': {'Metric': {'Value': 0.3, 'Unit': 'mm', 'UnitType': 3}, 'Imperial': {'Value': 0.01, 'Unit': 'in', 'UnitType': 1}}, 'Past24Hours': {'Metric': {'Value': 0.3, 'Unit': 'mm', 'UnitType': 3}, 'Imperial': {'Value': 0.01, 'Unit': 'in', 'UnitType': 1}}}","{'Past6HourRange': {'Minimum': {'Metric': {'Value': -28.7, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': -20.0, 'Unit': 'F', 'UnitType': 18}}, 'Maximum': {'Metric': {'Value': -23.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': -11.0, 'Unit': 'F', 'UnitType': 18}}}, 'Past12HourRange': {'Minimum': {'Metric': {'Value': -29.1, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': -20.0, 'Unit': 'F', 'UnitType': 18}}, 'Maximum': {'Metric': {'Value': -23.9, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': -11.0, 'Unit': 'F', 'UnitType': 18}}}, 'Past24HourRange': {'Minimum': {'Metric': {'Value': -29.1, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': -20.0, 'Unit': 'F', 'UnitType': 18}}, 'Maximum': {'Metric': {'Value': -23.8, 'Unit': 'C', 'UnitType': 17}, 'Imperial': {'Value': -11.0, 'Unit': 'F', 'UnitType': 18}}}}",http://www.accuweather.com/en/aq/mcmurdo-station/2273718/current-weather/2273718?lang=en-us,http://www.accuweather.com/en/aq/mcmurdo-station/2273718/current-weather/2273718?lang=en-us
